Sun Dec 14 11:55:10 +0000 2008 => begin transaction
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_content/doc
Sun Dec 14 11:55:47 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_content/1.0.2/doc/raising_arizona.jpg,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_content/doc/raising_arizona.jpg
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_content/doc
Sun Dec 14 11:55:47 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_content/1.0.2/doc/silver_jews.jpg,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_content/doc/silver_jews.jpg
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_datatable
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_datatable/.
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_datatable/..
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_datatable
Sun Dec 14 11:55:47 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_datatable/1.2.3/.DS_Store,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_datatable/.DS_Store
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_datatable
Sun Dec 14 11:55:47 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_datatable/1.2.3/app_datatable.js,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_datatable/app_datatable.js
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_datatable
Sun Dec 14 11:55:47 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_datatable/1.2.3/build.yml,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_datatable/build.yml
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_datatable/css
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_datatable/css/.
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_datatable/css/..
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_datatable/css
Sun Dec 14 11:55:47 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_datatable/1.2.3/css/datatable.css,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_datatable/css/datatable.css
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_datatable/doc
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_datatable/doc/.
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_datatable/doc/..
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_datatable/doc
Sun Dec 14 11:55:47 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_datatable/1.2.3/doc/example1.md,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_datatable/doc/example1.md
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_datatable/doc
Sun Dec 14 11:55:47 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_datatable/1.2.3/doc/example2.md,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_datatable/doc/example2.md
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_datatable/images
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_datatable/images/.
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_datatable/images/..
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_datatable/images
Sun Dec 14 11:55:47 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_datatable/1.2.3/images/arrow_down.png,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_datatable/images/arrow_down.png
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_datatable/images
Sun Dec 14 11:55:47 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_datatable/1.2.3/images/arrow_spacer.png,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_datatable/images/arrow_spacer.png
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_datatable/images
Sun Dec 14 11:55:47 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_datatable/1.2.3/images/arrow_up.png,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_datatable/images/arrow_up.png
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_datatable/images
Sun Dec 14 11:55:47 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_datatable/1.2.3/images/resultset_next.png,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_datatable/images/resultset_next.png
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_datatable/images
Sun Dec 14 11:55:47 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_datatable/1.2.3/images/resultset_previous.png,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_datatable/images/resultset_previous.png
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_editinplace
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_editinplace/.
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_editinplace/..
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_editinplace
Sun Dec 14 11:55:47 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_editinplace/1.0.2/app_editinplace.js,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_editinplace/app_editinplace.js
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_editinplace
Sun Dec 14 11:55:47 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_editinplace/1.0.2/build.yml,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_editinplace/build.yml
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_editinplace/css
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_editinplace/css/.
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_editinplace/css/..
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_editinplace/css
Sun Dec 14 11:55:47 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_editinplace/1.0.2/css/editinplace.css,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_editinplace/css/editinplace.css
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_editinplace/doc
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_editinplace/doc/.
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_editinplace/doc/..
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_editinplace/doc
Sun Dec 14 11:55:47 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_editinplace/1.0.2/doc/example1.md,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_editinplace/doc/example1.md
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_editinplace/images
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_editinplace/images/.
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_editinplace/images/..
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_editinplace/images
Sun Dec 14 11:55:47 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_editinplace/1.0.2/images/bullet_error.png,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_editinplace/images/bullet_error.png
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_folder
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_folder/.
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_folder/..
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_folder
Sun Dec 14 11:55:47 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_folder/1.0.1/app_folder.js,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_folder/app_folder.js
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_folder
Sun Dec 14 11:55:47 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_folder/1.0.1/build.yml,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_folder/build.yml
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_folder/css
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_folder/css/.
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_folder/css/..
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_folder/css
Sun Dec 14 11:55:47 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_folder/1.0.1/css/folder.css,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_folder/css/folder.css
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_folder/doc
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_folder/doc/.
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_folder/doc/..
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_folder/doc
Sun Dec 14 11:55:47 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_folder/1.0.1/doc/example1.md,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_folder/doc/example1.md
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_folder/images
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_folder/images/.
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_folder/images/..
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_folder/images
Sun Dec 14 11:55:47 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_folder/1.0.1/images/folder_closed.png,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_folder/images/folder_closed.png
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_folder/images
Sun Dec 14 11:55:47 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_folder/1.0.1/images/folder_opened.png,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_folder/images/folder_opened.png
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_folder/images
Sun Dec 14 11:55:47 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_folder/1.0.1/images/item_closed.png,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_folder/images/item_closed.png
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_folder/images
Sun Dec 14 11:55:47 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_folder/1.0.1/images/item_opened.png,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_folder/images/item_opened.png
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_http
Sun Dec 14 11:55:47 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_http/.
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_http/..
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_http
Sun Dec 14 11:55:48 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_http/1.0.2/app_http.js,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_http/app_http.js
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_http
Sun Dec 14 11:55:48 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_http/1.0.2/build.yml,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_http/build.yml
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_http/doc
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_http/doc/.
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_http/doc/..
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_http/doc
Sun Dec 14 11:55:48 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_http/1.0.2/doc/example1.md,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_http/doc/example1.md
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_if
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_if/.
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_if/..
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_if
Sun Dec 14 11:55:48 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_if/1.0/app_if.js,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_if/app_if.js
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_if
Sun Dec 14 11:55:48 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_if/1.0/build.yml,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_if/build.yml
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_if/doc
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_if/doc/.
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_if/doc/..
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_if/doc
Sun Dec 14 11:55:48 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_if/1.0/doc/example1.md,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_if/doc/example1.md
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_iterator
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_iterator/.
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_iterator/..
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_iterator
Sun Dec 14 11:55:48 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_iterator/1.0.4/app_iterator.js,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_iterator/app_iterator.js
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_iterator
Sun Dec 14 11:55:48 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_iterator/1.0.4/build.yml,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_iterator/build.yml
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_iterator/doc
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_iterator/doc/.
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_iterator/doc/..
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_iterator/doc
Sun Dec 14 11:55:48 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_iterator/1.0.4/doc/example1.md,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_iterator/doc/example1.md
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_iterator/doc
Sun Dec 14 11:55:48 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_iterator/1.0.4/doc/example2.md,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_iterator/doc/example2.md
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_message
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_message/.
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_message/..
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_message
Sun Dec 14 11:55:48 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_message/1.0.2/app_message.js,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_message/app_message.js
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_message
Sun Dec 14 11:55:48 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_message/1.0.2/build.yml,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_message/build.yml
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_message/doc
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_message/doc/.
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_message/doc/..
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_message/doc
Sun Dec 14 11:55:48 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_message/1.0.2/doc/example1.md,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_message/doc/example1.md
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_script
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_script/.
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_script/..
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_script
Sun Dec 14 11:55:48 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_script/1.0.1/app_script.js,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_script/app_script.js
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_script
Sun Dec 14 11:55:48 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_script/1.0.1/build.yml,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_script/build.yml
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_script/doc
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_script/doc/.
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_script/doc/..
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_script/doc
Sun Dec 14 11:55:48 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_script/1.0.1/doc/example1.md,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_script/doc/example1.md
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_script/doc
Sun Dec 14 11:55:48 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_script/1.0.1/doc/example2.md,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_script/doc/example2.md
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_statemachine
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_statemachine/.
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_statemachine/..
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_statemachine
Sun Dec 14 11:55:48 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_statemachine/1.0/app_statemachine.js,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_statemachine/app_statemachine.js
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_statemachine
Sun Dec 14 11:55:48 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_statemachine/1.0/build.yml,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_statemachine/build.yml
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_statemachine/doc
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_statemachine/doc/.
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_statemachine/doc/..
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_statemachine/doc
Sun Dec 14 11:55:48 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_statemachine/1.0/doc/example1.md,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_statemachine/doc/example1.md
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_upload
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_upload/.
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_upload/..
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_upload
Sun Dec 14 11:55:48 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_upload/1.0/app_upload.js,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_upload/app_upload.js
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_upload
Sun Dec 14 11:55:48 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_upload/1.0/build.yml,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_upload/build.yml
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_upload/doc
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_upload/doc/.
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_upload/doc/..
Sun Dec 14 11:55:48 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/widgets/app_upload/doc
Sun Dec 14 11:55:48 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/widget/app_upload/1.0/doc/example1.md,/Users/adrien/Git/personal/hindsightapp/public/widgets/app_upload/doc/example1.md
Sun Dec 14 11:55:48 +0000 2008 => recording put, args=/Users/adrien/Git/personal/hindsightapp/public/appcelerator.xml,<?xml version="1.0" encoding="UTF-8"?>

